mutant-id|timeToExecute|0-nodeRNG|1-mathRNG|2-cryptoRNG|3-sha1 node|4-sha1 browser|5-md5 node|6-md5 browser|7-v3|8-v5|9-uuids with current time|10-uuids with time option|11-msec|12-exception thrown when > 10k ids created in 1ms|13-clock regression by msec|14-clock regression by nsec|15-explicit options product expected id|16-ids spanning 1ms boundary are 100ns apart
MUTANT 866|4011ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 867|4195ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 868|3612ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 869|3586ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 870|3651ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 871|3458ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 873|3364ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 872|3473ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 874|3496ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 875|3427ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 877|3434ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 876|3583ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 878|3482ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 879|3618ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 880|3508ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 881|3470ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 882|3549ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 883|3528ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 884|3407ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 885|3531ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 886|3357ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 887|3426ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 888|3483ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 889|3642ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 890|3655ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 891|3519ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 892|3576ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 893|3591ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 894|3619ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 895|3601ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 896|3623ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 897|3658ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 898|3614ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 899|3799ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 900|3797ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 901|3747ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 902|3748ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 903|3665ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 904|3773ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 906|3515ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 905|3624ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 907|3575ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 908|3694ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 909|3657ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 910|3592ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 911|3669ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 912|3804ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 913|3720ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 914|3697ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 915|3783ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 918|3675ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 916|3798ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 917|3811ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 919|3826ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 920|3688ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 921|3630ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 922|3768ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 923|3916ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 924|3663ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 926|3560ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 925|3744ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 927|3752ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 928|3803ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 929|3786ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 930|3948ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 931|3757ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 933|3782ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 932|3923ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 934|3679ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 935|3793ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 936|3797ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 937|3791ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 938|3882ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 939|3478ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 940|3637ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 942|3491ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 941|3611ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 943|3750ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 944|3889ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 946|3931ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 945|4143ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 947|4056ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 948|3626ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 949|3735ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 950|3788ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 951|4060ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 953|4020ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 952|4237ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 954|4286ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 955|4086ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 957|3468ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 956|3531ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 958|3662ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 959|3292ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 960|3282ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 961|3330ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 962|3352ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 963|3973ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 965|3782ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 964|4083ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 966|3999ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 967|3559ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 968|3499ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 969|3457ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 970|3556ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 971|3522ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 972|3483ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 973|3720ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 974|3631ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 975|3588ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 976|3552ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 977|3526ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 978|3342ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 979|3524ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 980|4003ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 981|3662ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 982|3572ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 983|3531ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 985|3276ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 984|3391ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 986|3473ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 987|3462ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 989|3337ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 988|3379ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 990|3555ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 991|3354ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 992|3209ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 993|3260ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 994|3378ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 995|3422ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 996|3495ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 997|3518ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 998|3541ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 999|5020ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1000|4425ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1001|4356ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1002|4602ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1003|3919ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1005|3868ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1004|4058ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1006|4191ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1008|3584ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1009|3567ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1010|3460ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1007|5805ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1011|3318ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1012|3393ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1013|3523ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1014|3654ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1015|4088ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1016|4199ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1017|3943ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1018|4322ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1019|4110ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1020|4186ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1021|4020ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1022|4186ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1023|4285ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1024|4075ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1025|4556ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1026|5007ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1028|4703ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1027|5050ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1029|4817ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1030|4753ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1032|4249ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1031|4442ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1033|4081ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1034|4104ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1035|3758ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1036|4029ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1037|3779ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1038|3947ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1039|4715ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1040|4710ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1041|4807ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1042|4273ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1043|4535ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1044|5236ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1045|5292ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1046|5364ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1047|5475ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1048|5647ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1049|4885ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1050|5660ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1051|6526ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1052|6660ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1053|6645ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1054|6653ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1055|5527ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1056|5691ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1057|5432ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1058|5282ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1059|4903ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1060|4155ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1061|4088ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1062|4455ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1063|4343ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1064|4206ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1065|4193ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1066|4082ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1067|4055ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1069|3803ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1068|3929ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1070|4279ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1071|4266ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1072|4172ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1073|4312ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1074|4527ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1075|4221ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1076|3982ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1077|4383ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1078|4625ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1080|4347ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1079|4410ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1081|4708ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1082|4371ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1083|4371ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1084|4420ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1085|4624ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1087|4208ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1086|4405ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1088|4354ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1089|4150ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1090|3572ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1091|3706ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1092|3694ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1093|3680ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1094|3495ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1096|3306ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1095|3621ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1098|3364ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1099|3490ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1100|3259ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1101|3692ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1102|3517ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1103|3490ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1105|3709ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1104|3756ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1107|3841ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1106|7055ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1109|3619ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1108|3691ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1111|3496ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1112|3385ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1113|3477ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1114|3708ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1115|3814ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1116|3826ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1117|3672ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1118|3599ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1119|3750ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1120|3679ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1121|3723ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1122|3702ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1123|3812ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1124|3748ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1126|3603ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1127|3444ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1128|3475ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1125|6294ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1129|3442ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 1130|3580ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1131|3679ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1132|3623ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1133|3599ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1134|3688ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1135|3649ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1136|3654ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1137|3792ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1138|3847ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1139|3812ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1140|3940ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1141|4034ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1142|4055ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1143|4148ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1144|3821ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1145|3737ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1146|3683ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1147|3581ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1148|3505ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1149|3896ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1151|3594ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1150|4075ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1152|3725ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1153|3300ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1154|3291ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1155|3394ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1156|3365ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 1157|3468ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
