mutant-id|timeToExecute|0-nodeRNG|1-mathRNG|2-cryptoRNG|3-sha1 node|4-sha1 browser|5-md5 node|6-md5 browser|7-v3|8-v5|9-uuids with current time|10-uuids with time option|11-msec|12-exception thrown when > 10k ids created in 1ms|13-clock regression by msec|14-clock regression by nsec|15-explicit options product expected id|16-ids spanning 1ms boundary are 100ns apart
MUTANT 277|3537ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 278|3654ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 279|3406ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 280|3737ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 281|3593ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 282|3851ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 283|3744ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 284|3773ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 285|3667ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 286|3757ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 287|3636ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 288|3698ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 289|3649ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 290|4053ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 291|3837ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 293|3632ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 292|3863ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 294|3603ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 295|3564ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 296|3489ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 297|3593ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 298|3569ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 299|3547ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 300|3448ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 301|3511ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 302|3573ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 303|3541ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 304|3410ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 305|3675ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 306|3675ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 308|3743ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 307|4672ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 309|3592ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 310|3727ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 312|3217ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 311|3432ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 313|3266ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 314|3359ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 316|3186ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 315|3468ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 317|3431ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 318|3556ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 319|3672ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 320|3673ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 321|4012ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 322|3484ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 323|3715ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 324|3702ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 325|3945ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 326|4228ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 327|3870ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 328|4050ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 329|3926ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 330|4210ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 331|3824ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 332|4310ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 333|4180ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 334|3914ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 336|4046ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 337|3970ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 338|3559ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 339|3938ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 340|3717ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 341|4160ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 343|3717ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 342|3901ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 344|3637ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 345|4151ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 346|3977ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 347|4195ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 348|4141ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 349|3908ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 350|3614ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 351|3643ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 352|3621ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 353|3677ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 354|3395ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 356|3429ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 355|3686ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 357|4084ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 358|4409ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 359|4209ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 360|4416ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 361|4115ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 362|3912ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 363|3779ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 364|3806ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 365|3711ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 366|3686ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 367|3613ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 368|3740ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 369|3734ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 370|3799ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 371|3730ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 372|3764ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 373|3557ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 375|3346ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 374|3410ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 376|3665ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 377|3561ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 378|3430ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 379|3453ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 380|3569ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 381|3614ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 382|3513ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 383|3612ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 384|3591ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 385|3642ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 386|3756ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 387|3663ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 388|3748ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 389|3686ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 390|3763ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 391|3834ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 392|3776ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 393|3764ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 394|3667ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 395|3871ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 396|3700ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 397|3811ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 398|3748ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 399|3677ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 400|3758ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 401|3728ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 402|3693ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 403|3834ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 404|4006ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 405|3723ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 406|3740ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 407|3826ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 408|3725ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 409|3738ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 410|3643ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 411|3643ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 412|3700ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 413|3613ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 414|3700ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 415|3801ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 416|3770ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 417|3839ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 418|3947ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 419|4236ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 420|4169ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 421|4214ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 422|4151ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 423|3784ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 424|3741ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 425|3844ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 426|3702ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 427|3507ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 428|3821ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 429|3877ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 430|3824ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 431|3562ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 432|3582ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 433|3497ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 434|3759ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 435|3757ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 436|3899ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 437|3580ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 438|3847ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 439|3867ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 440|3889ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 441|3710ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 442|3858ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 443|3792ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 444|4199ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 445|4072ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 447|3799ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 446|3824ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 448|3646ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 449|3995ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 450|3710ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 451|3750ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 452|3430ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 453|3691ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 455|3592ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 454|3665ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 456|3848ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 457|4066ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 459|4122ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 458|4156ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 460|3914ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 461|3783ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 463|4086ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 462|4181ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 464|4143ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 465|4103ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 466|4000ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 467|4151ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 468|3901ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 469|3892ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 470|3745ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 471|3854ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 472|3865ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 473|3857ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 474|3795ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 475|3620ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 476|3813ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 477|3886ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 478|4090ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 479|4153ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 480|3945ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 481|3662ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 482|3610ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 483|3632ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 484|3845ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 485|3815ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 486|3491ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 487|3652ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 488|3902ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 489|3478ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 490|3749ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 491|3714ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 492|3641ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 493|3666ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 494|3793ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 495|3563ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 496|3656ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 497|3676ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 498|3650ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 499|3642ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 500|3741ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 501|3755ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 502|3723ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 503|3587ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 504|3706ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 505|3628ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 506|3652ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 507|3732ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 508|3750ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 509|3627ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 510|3560ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 511|3536ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 512|3602ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 513|3672ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 514|3395ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 515|3510ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 516|3471ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 517|3529ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 518|4014ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 519|3897ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 520|3617ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 521|3622ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 522|3518ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 523|3810ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 524|3742ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 525|3710ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 526|3439ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 527|3518ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 528|3381ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 529|3357ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 530|3409ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 531|3490ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 532|3524ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 533|3500ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 534|3585ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 535|3598ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 536|3540ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 537|3637ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 538|3716ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 539|3614ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 540|3555ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 541|3665ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 542|3614ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 543|3607ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 544|3644ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 545|3588ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 546|3693ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 547|3662ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 548|3575ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 549|3653ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 550|3493ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 551|3445ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 552|3517ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 553|3449ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 554|3530ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 555|3873ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 556|3691ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 557|3981ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 558|3974ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 559|3799ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 560|3710ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 561|4122ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 562|3878ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 563|3563ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 564|3933ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 565|3643ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 567|3834ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 566|4053ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 568|3887ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 569|3638ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 570|3032ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
MUTANT 571|3044ms|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
