mutant-id|timeToExecute|0-() : should get all the attributes|1-(invalid key) : invalid attr should get undefined|2-(valid key) : valid attr should get value|3-(valid key) : valid attr should get name when boolean|4-(key, value) : should set attr|5-(key, value) : should set attr|6-(key, value) : should return an empty object for an empty object|7-(map) : object map should set multiple attributes|8-(key, function) : should call the function and update the attribute with the return value|9-(key, value) : should correctly encode then decode unsafe values|10-(key, value) : should coerce values to a string|11-(key, value) : handle removed boolean attributes|12-(key, value) : should remove non-boolean attributes with names or values similar to boolean ones|13-(key, value) : should remove attributes when called with null value|14-(map) : should remove attributes with null values|15-(valid key) : valid prop should get value|16-(invalid key) : invalid prop should get undefined|17-(key, value) : should set prop|18-(map) : object map should set multiple props|19-(key, function) : should call the function and update the prop with the return value|20-(key, value) : should support chaining after setting props|21-(invalid element/tag) : prop should return undefined|22-("outerHTML") : should render properly|23-(inherited properties) : prop should support inherited properties|24-() : should get all data attributes initially declared in the markup|25-() : should get all data set via `data`|26-() : should get all data attributes initially declared in the markup merged with all data additionally set via `data`|27-() : no data attribute should return an empty object|28-(invalid key) : invalid data attribute should return `undefined`|29-(valid key) : valid data attribute should get value|30-(key) : should translate camel-cased key values to hyphen-separated versions|31-(key) : should retrieve object values|32-(key) : should parse JSON data derived from the markup|33-(key) : should not parse JSON data set via the `data` API|34-(key) : should ignore the markup value after the first access|35-(key) : should recover from malformed JSON|36-(hyphen key) : data addribute with hyphen should be camelized ;-)|37-(key, value) : should set data attribute|38-(key, value) : should set data for all elements in the selection|39-(map) : object map should set multiple data attributes|40-boolean|41-number|42-number (scientific notation is not coerced)|43-null|44-object|45-array|46-(): on select should get value|47-(): on select with no value should get text|48-(): on select with no value should get converted HTML|49-(): on select with no value should get text content|50-(): on option should get value|51-(): on text input should get value|52-(): on checked checkbox should get value|53-(): on unchecked checkbox should get value|54-(): on valueless checkbox should get value|55-(): on radio should get value|56-(): on valueless radio should get value|57-(): on multiple select should get an array of values|58-(): on multiple select with no value attribute should get an array of text content|59-(): with no selector matches should return nothing|60-(invalid value): should only handle arrays when it has the attribute multiple|61-(value): on input text should set value|62-(value): on select should set value|63-(value): on option should set value|64-(value): on radio should set value|65-(value): on radio with special characters should set value|66-(values): on multiple select should set multiple values|67-(key) : should remove a single attr|68-should return cheerio object|69-(valid class) : should return true|70-(invalid class) : should return false|71-should check multiple classes|72-(empty string argument) : should return false|73-(first class) : should add the class to the element|74-(single class) : should add the class to the element|75-(class): adds classes to many selected items|76-(class class class) : should add multiple classes to the element|77-(fn) : should add classes returned from the function|78-() : should remove all the classes|79-("") : should not modify class list|80-(invalid class) : should not remove anything|81-(no class attribute) : should not throw an exception|82-(single class) : should remove a single class from the element|83-(single class) : should remove a single class from multiple classes on the element|84-(class class class) : should remove multiple classes from the element|85-(class) : should remove all occurrences of a class name|86-(fn) : should remove classes returned from the function|87-(fn) : should no op elements without attributes|88-(class class) : should toggle multiple classes from the element|89-(class class, true) : should add multiple classes to the element|90-(class true) : should add only one instance of class|91-(class class, false) : should remove multiple classes from the element|92-(fn) : should toggle classes returned from the function|93-(fn) : should work with no initial class attribute|94-(invalid) : should be a no-op for invalid inputs|95-() : should return false|96-(true selector) : should return true|97-(false selector) : should return false|98-(true selection) : should return true|99-(false selection) : should return false|100-(true element) : should return true|101-(false element) : should return false|102-(true predicate) : should return true|103-(false predicate) : should return false|104-(prop): should return a css property value|105-([prop1, prop2]): should return the specified property values as an object|106-(prop, val): should set a css property|107-(prop, ""): should unset a css property|108-(prop): should not mangle embedded urls|109-(prop): should ignore blank properties|110-(prop): should ignore blank values|111-(prop): should return undefined for unmatched elements|112-(prop): should return undefined for unmatched styles|113-(obj): should set each key and val|114-should iterate over the selection|115-should set each attribute independently|116-should allow any whitespace between declarations|117-(html) : should preserve content|118-should be a function|119-(arraylike, arraylike) : should return an array|120-(arraylike, arraylike) : should modify the first array|121-(arraylike, arraylike) : should not modify the second array|122-(arraylike, arraylike) : should handle objects that arent arrays, but are arraylike|123-(?, ?) : should gracefully reject invalid inputs|124-(?, ?) : should no-op on invalid inputs|125-(container, contained) : should correctly detect the provided element|126-(container, other) : should not detect elements that are not contained|127-returns an empty selection|128-.load|129-() : of empty cheerio object should return null|130-(selector) : should return the outerHTML of the selected element|131-() :  renders XML|132-(cheerio object) : should return the text contents of the specified elements|133-(cheerio object) : should omit comment nodes|134-(cheerio object) : should include text contents of children recursively|135-() : should return the rendered text content of the root|136-(cheerio object) : should omit script tags|137-(cheerio object) : should omit style tags|138-(cheerio object) : should include text contents of children omiting style and script tags|139-() : should get form controls|140-() : should get nested form controls|141-() : should not get disabled form controls|142-() : should not get form controls with the wrong type|143-() : should get selected options|144-() : should not get unnamed form controls|145-() : should get multiple selected options|146-() : should get individually selected elements|147-() : should standardize line breaks|148-() : shouldn't serialize the empty string|149-() : should serialize inputs without value attributes|150-() : should get form controls|151-() : should get nested form controls|152-() : should not get disabled form controls|153-() : should get multiple selected options|154-() : should encode spaces as +'s|155-(Cheerio object) : should insert the element and add selected element(s) as its child|156-(element) : should wrap the base element correctly|157-(element) : should insert the element and add selected element(s) as its child|158-(html) : should insert the markup and add selected element(s) as its child|159-(html) : discards extraneous markup|160-(html) : wraps with nested elements|161-(html) : should only worry about the first tag children|162-(selector) : wraps the content with a copy of the first matched element|163-(fn) : should invoke the provided function with the correct arguments and context|164-(fn) : should use the returned HTML to wrap each element|165-(fn) : should use the returned Cheerio object to wrap each element|166-($(...)) : for each element it should add a wrapper elment and add the selected element as its child|167-(Cheerio object) : should insert the element and add selected element(s) as its parent|168-(element) : should insert the element and add selected element(s) as its parent|169-(html) : should insert the element and add selected element(s) as its parent|170-(selector) : should wrap the html of the element with the selector's first match|171-(fn) : should invoke the provided function with the correct arguments and context|172-(fn) : should use the returned HTML to wrap each element's contents|173-(fn) : should use the returned Cheerio object to wrap each element's contents|174-($(...)) : for each element it should add a wrapper elment and add the selected element as its child|175-(html) : wraps with nested elements|176-(html) : should only worry about the first tag children|177-() : should do nothing|178-(html) : should add element as last child|179-($(...)) : should add element as last child|180-(Node) : should add element as last child|181-(existing Node) : should remove node from previous location|182-(existing Node) : should remove existing node from previous location|183-(existing Node) : should update original direct siblings|184-(existing Node) : should clone all but the last occurrence|185-(elem) : should NOP if removed|186-($(...), html) : should add multiple elements as last children|187-(Array) : should append all elements in the array|188-(fn) : should invoke the callback with the correct arguments and context|189-(fn) : should add returned string as last child|190-(fn) : should add returned Cheerio object as last child|191-(fn) : should add returned Node as last child|192-should maintain correct object state (Issue: #10)|193-($(...)) : should remove from root element|194-() : should do nothing|195-(html) : should add element as first child|196-($(...)) : should add element as first child|197-(Node) : should add node as first child|198-(existing Node) : should remove existing nodes from previous locations|199-(existing Node) : should update original direct siblings|200-(existing Node) : should clone all but the last occurrence|201-(elem) : should handle if removed|202-(Array) : should add all elements in the array as inital children|203-(html, $(...), html) : should add multiple elements as first children|204-(fn) : should invoke the callback with the correct arguments and context|205-(fn) : should add returned string as first child|206-(fn) : should add returned Cheerio object as first child|207-(fn) : should add returned Node as first child|208-($(...)) : should remove from root element|209-(html) : should add element as last child|210-($(...)) : should add element as last child|211-(Node) : should add element as last child|212-(selector) : should add element as last child|213-(Array) : should add element as last child of all elements in the array|214-(html) : should add element as first child|215-($(...)) : should add element as first child|216-(Node) : should add node as first child|217-(selector) : should add element as first child|218-(Array) : should add element as first child of all elements in the array|219-() : should do nothing|220-(html) : should add element as next sibling|221-(Array) : should add all elements in the array as next sibling|222-($(...)) : should add element as next sibling|223-(Node) : should add element as next sibling|224-(existing Node) : should remove existing nodes from previous locations|225-(existing Node) : should update original direct siblings|226-(existing Node) : should clone all but the last occurrence|227-(elem) : should handle if removed|228-($(...), html) : should add multiple elements as next siblings|229-(fn) : should invoke the callback with the correct arguments and context|230-(fn) : should add returned string as next sibling|231-(fn) : should add returned Cheerio object as next sibling|232-(fn) : should add returned element as next sibling|233-($(...)) : should remove from root element|234-(selector) : should create element and add as next sibling|235-(selector) : should create element and add as next sibling of multiple elements|236-($(...)) : should create element and add as next sibling|237-($(...)) : should create element and add as next sibling of multiple elements|238-($(...)) : should create all elements in the array and add as next siblings|239-(existing Node) : should remove existing nodes from previous locations|240-(existing Node) : should update original direct siblings|241-(existing Node) : should update original direct siblings of multiple elements|242-(elem) : should handle if removed|243-(single) should return the new element for chaining|244-(single) should return the new elements for chaining|245-(multiple) should return the new elements for chaining|246-(single) should return the existing element for chaining|247-(single) should return the existing elements for chaining|248-(multiple) should return the existing elements for chaining|249-() : should do nothing|250-(html) : should add element as previous sibling|251-($(...)) : should add element as previous sibling|252-(Node) : should add element as previous sibling|253-(existing Node) : should remove existing nodes from previous locations|254-(existing Node) : should update original direct siblings|255-(existing Node) : should clone all but the last occurrence|256-(elem) : should handle if removed|257-(Array) : should add all elements in the array as previous sibling|258-($(...), html) : should add multiple elements as previous siblings|259-(fn) : should invoke the callback with the correct arguments and context|260-(fn) : should add returned string as previous sibling|261-(fn) : should add returned Cheerio object as previous sibling|262-(fn) : should add returned Node as previous sibling|263-($(...)) : should remove from root element|264-(selector) : should create element and add as prev sibling|265-(selector) : should create element and add as prev sibling of multiple elements|266-($(...)) : should create element and add as prev sibling|267-($(...)) : should create element and add as next sibling of multiple elements|268-($(...)) : should create all elements in the array and add as prev siblings|269-(existing Node) : should remove existing nodes from previous locations|270-(existing Node) : should update original direct siblings|271-(existing Node) : should update original direct siblings of multiple elements|272-(elem) : should handle if removed|273-(single) should return the new element for chaining|274-(single) should return the new elements for chaining|275-(multiple) should return the new elements for chaining|276-(single) should return the existing element for chaining|277-(single) should return the existing elements for chaining|278-(multiple) should return the existing elements for chaining|279-() : should remove selected elements|280-() : should be reentrant|281-(selector) : should remove matching selected elements|282-($(...)) : should remove from root element|283-(elem) : should replace one <li> tag with another|284-(Array) : should replace one <li> tag with the elements in the array|285-(Node) : should replace the selected element with given node|286-(existing element) : should remove element from its previous location|287-(elem) : should NOP if removed|288-(elem) : should replace the single selected element with given element|289-(str) : should accept strings|290-(str) : should replace all selected elements|291-(fn) : should invoke the callback with the correct argument and context|292-(fn) : should replace the selected element with the returned string|293-(fn) : should replace the selected element with the returned Cheerio object|294-(fn) : should replace the selected element with the returned node|295-($(...)) : should remove from root element|296-() : should remove all children from selected elements|297-() : should allow element reinsertion|298-() : should destroy children's references to the parent|299-() : should get the innerHTML for an element|300-() : should get innerHTML even if its just text|301-() : should return empty string if nothing inside|302-(html) : should set the html for its children|303-(html) : should add new elements for each element in selection|304-(elem) : should set the html for its children with element|305-() : should allow element reinsertion|306-() : should get the outerHTML for an element|307-() : should return an html string for a set of elements|308-() : should be called implicitly|309-() : should pass options|310-() : gets the text for a single element|311-() : combines all text from children text nodes|312-(text) : sets the text for the child node|313-(text) : inserts separate nodes for all children|314-(text) : should create a Node with the DOM level 1 API|315-should allow functions as arguments|316-should allow functions as arguments for multiple elements|317-should decode special chars|318-should work with special chars added as strings|319-( undefined ) : should act as an accessor|320-( "" ) : should convert to string|321-( null ) : should convert to string|322-( 0 ) : should convert to string|323-(str) should encode then decode unsafe characters|324-should throw a TypeError if given invalid input|325-() : should find nothing|326-(single) : should find one descendant|327-(many) : should find all matching descendant|328-(many) : should merge all selected elems with matching descendants|329-(invalid single) : should return empty if cant find|330-(invalid single) : should query descendants only|331-should return empty if search already empty result|332-should lowercase selectors|333-should query immediate descendant only|334-should query case-sensitively when in xml mode|335-should throw an Error if given an invalid selector|336-returns only those nodes contained within the current selection|337-returns only those nodes contained within any element in the current selection|338-returns node when contained within the current selection|339-returns node when contained within any element the current selection|340-does not return node that is not contained within the current selection|341-() : should get all children|342-() : should return children of all matched elements|343-(selector) : should return children matching selector|344-(invalid selector) : should return empty|345-should only match immediate children, not ancestors|346-() : should get all contents|347-() : should include text nodes|348-() : should include comment nodes|349-() : should return next element|350-(no next) : should return empty for last child|351-(next on empty object) : should return empty|352-() : should operate over all elements in the selection|353-should reject elements that violate the filter|354-should accept elements that satisify the filter|355-() : should return all following siblings|356-(no next) : should return empty for last child|357-(nextAll on empty object) : should return empty|358-() : should operate over all elements in the selection|359-() : should not contain duplicate elements|360-should filter according to the provided selector|361-should not consider siblings' contents when filtering|362-() : should return all following siblings if no selector specified|363-() : should filter out non-element nodes|364-() : should operate over all elements in the selection|365-() : should not contain duplicate elements|366-(selector) : should return all following siblings until selector|367-(selector not sibling) : should return all following siblings|368-(selector, filterString) : should return all following siblings until selector, filtered by filter|369-(null, filterString) : should return all following siblings until selector, filtered by filter|370-() : should return an empty object for last child|371-() : should return an empty object when called on an empty object|372-(node) : should return all following siblings until the node|373-(cheerio object) : should return all following siblings until any member of the cheerio object|374-() : should return previous element|375-(no prev) : should return empty for first child|376-(prev on empty object) : should return empty|377-() : should operate over all elements in the selection|378-should reject elements that violate the filter|379-should accept elements that satisify the filter|380-() : should return all preceding siblings|381-(no prev) : should return empty for first child|382-(prevAll on empty object) : should return empty|383-() : should operate over all elements in the selection|384-() : should not contain duplicate elements|385-should filter returned elements|386-should not consider siblings's descendents|387-() : should return all preceding siblings if no selector specified|388-() : should filter out non-element nodes|389-() : should operate over all elements in the selection|390-() : should not contain duplicate elements|391-(selector) : should return all preceding siblings until selector|392-(selector not sibling) : should return all preceding siblings|393-(selector, filterString) : should return all preceding siblings until selector, filtered by filter|394-(selector, filterString) : should return all preceding siblings until selector|395-() : should return an empty object for first child|396-() : should return an empty object when called on an empty object|397-(node) : should return all previous siblings until the node|398-(cheerio object) : should return all previous siblings until any member of the cheerio object|399-() : should get all the siblings|400-(selector) : should get all siblings that match the selector|401-(selector) : should throw an Error if given an invalid selector|402-(selector) : does not consider the contents of siblings when filtering (GH-374)|403-() : should get all of the parents in logical order|404-(selector) : should get all of the parents that match the selector in logical order|405-() : should not break if the selector does not have any results|406-() : should return an empty set for top-level elements|407-() : should return the parents of every element in the *reveresed* collection, omitting duplicates|408-() : should get all of the parents in logical order|409-() : should get all of the parents in reversed order, omitting duplicates|410-(selector) : should get all of the parents until selector|411-(selector not parent) : should return all parents|412-(selector, filter) : should get all of the parents that match the filter|413-() : should return empty object when called on an empty object|414-() : should return an empty set for top-level elements|415-(cheerio object) : should return all parents until any member of the cheerio object|416-() : should return the parent of each matched element|417-() : should return an empty object for top-level elements|418-() : should not contain duplicate elements|419-(selector) : should filter the matched parent elements by the selector|420-() : should return an empty array|421-(selector) : should find the closest element that matches the selector, searching through its ancestors and itself|422-(selector) : should find the closest element of each item, removing duplicates|423-() : should not break if the selector does not have any results|424-( (i, elem) -> ) : should loop selected returning fn with (i, elem)|425-( (i, elem) -> ) : should break iteration when the iterator function returns false|426-should yield each element|427-(fn) : should be invoked with the correct arguments and context|428-(fn) : should return an Cheerio object wrapping the returned items|429-(fn) : should ignore `null` and `undefined` returned by iterator|430-(fn) : should preform a shallow merge on arrays returned by iterator|431-(fn) : should tolerate `null` and `undefined` when flattening arrays returned by iterator|432-(selector) : should reduce the set of matched elements to those that match the selector|433-(selector) : should not consider nested elements|434-(selection) : should reduce the set of matched elements to those that are contained in the provided selection|435-(element) : should reduce the set of matched elements to those that specified directly|436-(fn) : should reduce the set of matched elements to those that pass the function's test|437-(selector) : should reduce the set of matched elements to those that do not match the selector|438-(selector) : should not consider nested elements|439-(selection) : should reduce the set of matched elements to those that are mot contained in the provided selection|440-(element) : should reduce the set of matched elements to those that specified directly|441-(fn) : should reduce the set of matched elements to those that do not pass the function's test|442-(selector) : should reduce the set of matched elements to those with descendants that match the selector|443-(selector) : should only consider nested elements|444-(element) : should reduce the set of matched elements to those that are ancestors of the provided element|445-(element) : should only consider nested elements|446-() : should return the first item|447-() : should return an empty object for an empty object|448-() : should return the last element|449-() : should return an empty object for an empty object|450-() : should return equivalent collections if only one element|451-(i) : should return the element at the specified index|452-(i) : should return the element at the specified index|453-(-1) : should return the element indexed from the end of the collection|454-() : should return an array containing all of the collection|455-returns the index of a child amongst its siblings|456-returns -1 when the selection has no parent|457-returns the index of the first element in the set matched by `selector`|458-returns -1 when the item is not present in the set matched by `selector`|459-returns -1 when the first element in the set has no parent|460-returns the index of the given node within the current selection|461-returns the index of the given node within the current selection when the current selection has no parent|462-returns -1 when the given node is not present in the current selection|463-returns -1 when the current selection is empty|464-returns the index of the first node in the provided selection within the current selection|465-returns -1 when the given node is not present in the current selection|466-returns -1 when the current selection is empty|467-(start) : should return all elements after the given index|468-(start, end) : should return all elements matching the given range|469-(-start) : should return element matching the offset from the end|470-returns an empty object at the end of the chain|471-find|472-filter|473-map|474-contents|475-eq|476-first|477-last|478-slice|479-children|480-parent|481-parents|482-closest|483-siblings|484-next|485-nextAll|486-prev|487-prevAll|488-clone|489-(html) : correctly parses and adds the new elements|490-, context)|491-occurs before current selection|492-is identical to the current selection|493-occurs after current selection|494-contains the current selection|495-is a child of the current selection|496-occur before the current selection|497-include the current selection|498-occur after the current selection|499-occur within the current selection|500-does not insert an element already contained within the current selection|501-before the current selection|502-after the current selection|503-within the current selection|504-as an ancestor of the current selection|505-occur before the current selection|506-include the current selection|507-occur after the current selection|508-occur within the current selection|509-occurs before current selection|510-is identical to the current selection|511-occurs after current selection|512-contains the current selection|513-is a child of the current selection|514-occur before the current selection|515-include the current selection|516-occur after the current selection|517-occur within the current selection|518-(filter) : filters the previous selection|519-includes siblings and self|520-includes children and self|521-includes parent and self|522-includes parents and self|523-() : should return innerHTML; $.html(obj) should return outerHTML|524-(<obj>) : should accept an object, an array, or a cheerio object|525-(<value>) : should be able to set to an empty string|526-(<root>) : does not render the root element|527-(<elem>, <root>, <elem>) : does not render the root element|528-(cheerio object) : should return the text contents of the specified elements|529-(cheerio object) : should omit comment nodes|530-(cheerio object) : should include text contents of children recursively|531-() : should return the rendered text content of the root|532-(cheerio object) : should omit script tags|533-(cheerio object) : should omit style tags|534-(cheerio object) : should include text contents of children omiting style and script tags|535-(html) : should retain original root after creating a new node|536-(html) : should handle lowercase tag options|537-(html) : should handle the `normalizeWhitepace` option|538-(buffer) : should accept a buffer|539-() : should return a copy|540-() : should return a copy of document|541-() : should preserve parsing options|542-() : returns null|543-(null) : returns null|544-("") : returns null|545-(largeHtmlString) : parses large HTML strings|546-("<script>") : ignores scripts by default|547-("<script>", true) : preserves scripts when requested|548-("scriptAndNonScript) : preserves non-script nodes|549-(scriptAndNonScript, true) : Preserves script position|550-(text) : returns a text node|551-(\ttext) : preserves leading whitespace|552-( text) : Leading spaces are treated as text nodes|553-(html) : should preserve content|554-(malformedHtml) : should not break|555-(garbageInput) : should not cause an error|556-(text) : should return an array that is not effected by DOM manipulation methods|557-should be a function|558-(arraylike, arraylike) : should return an array|559-(arraylike, arraylike) : should modify the first array|560-(arraylike, arraylike) : should not modify the second array|561-(arraylike, arraylike) : should handle objects that arent arrays, but are arraylike|562-(?, ?) : should gracefully reject invalid inputs|563-(?, ?) : should no-op on invalid inputs|564-(container, contained) : should correctly detect the provided element|565-(container, other) : should not detect elements that are not contained|566-() : should return a cheerio-wrapped root object|567-should get the version|568-cheerio(null) should return be empty|569-cheerio(undefined) should be empty|570-cheerio(null) should be empty|571-cheerio(selector) with no context or root should be empty|572-cheerio(node) : should override previously-loaded nodes|573-should be able to create html without a root or context|574-should be able to create complicated html|575-should be able to select .apple with only a context|576-should be able to select .apple with a node as context|577-should be able to select .apple with only a root|578-should be able to select an id|579-should be able to select a tag|580-should accept a node reference as a context|581-should accept an array of node references as a context|582-should select only elements inside given context (Issue #193)|583-should be able to select multiple tags|584-should be able to do: cheerio("#fruits .apple")|585-should be able to do: cheerio("li.apple")|586-should be able to select by attributes|587-should be able to select multiple classes: cheerio(".btn.primary")|588-should not create a top-level node|589-should be able to select multiple elements: cheerio(".apple, #fruits")|590-should be able to select immediate children: cheerio("#fruits > .pear")|591-should be able to select immediate children: cheerio(".apple + .pear")|592-should be able to select immediate children: cheerio(".apple ~ .pear")|593-should handle wildcards on attributes: cheerio("li[class*=r]")|594-should handle beginning of attr selectors: cheerio("li[class^=o]")|595-should handle beginning of attr selectors: cheerio("li[class$=e]")|596-should gracefully degrade on complex, unmatched queries|597-(extended Array) should not interfere with prototype methods (issue #119)|598-should set html(number) as a string|599-should set text(number) as a string|600-should generate selections as proper instances|601-should be able to filter down using the context|602-should allow loading a pre-parsed DOM|603-should render xml in html() when options.xml = true|604-should render xml in html() when options.xml = true passed to html()|605-should respect options on the element level|606-should return a fully-qualified Function|607-should honor extensions defined on `prototype` property|608-should honor extensions defined on `fn` property|609-should isolate extensions between loaded functions|610-should parse basic empty tags: <html></html>|611-should handle sibling tags: <h2></h2><p></p>|612-should handle single tags: <br/>|613-should handle malformatted single tags: <br>|614-should handle tags with children: <html><br/></html>|615-should handle tags with children: <li class="durian">Durian</li>|616-should handle tags with attributes: <img src="hello.png" alt="man waving">|617-should handle value-less attributes: <textarea disabled></textarea>|618-should handle comments: <!-- sexy -->|619-should handle conditional comments: <!--[if IE 8]><html class="no-js ie8" lang="en"><![endif]-->|620-should handle text: lorem ipsum|621-should handle script tags: <script type="text/javascript">alert("hi world!");</script>|622-should handle style tags: <style type="text/css"> h2 { color:blue; } </style>|623-should handle directives: <!doctype html>|624-should add root to: <html></html>|625-should add root to: <h2></h2><p></p>|626-should add root to: <!-- sexy -->|627-should add root to: lorem ipsum|628-should add root to: <script></script>|629-should add root to: <style></style>|630-should add root to: <!doctype html>|631-should expose the DOM level 1 API|632-Should parse less than or equal sign sign|633-Should ignore unclosed CDATA|634-Should add <head> to documents|635-Should implicitly create <tr> around <td>|636-Should parse custom tag <line>|637-Should properly parse misnested table tags|638-Should correctly parse data url attributes|639-Should treat <xmp> tag content as text|640-Should correctly parse malformed numbered entities|641-Should correctly parse mismatched headings|642-Should correctly parse tricky <pre> content|643-should pass the options for including the location info to parse5|644-should render <media:thumbnail /> tags correctly|645-should render <link /> tags (RSS) correctly|646-should escape entities|647-should keep camelCase for new nodes|648-should keep camelCase for new nodes|649-should maintain the parsing options of distinct contexts independently
MUTANT 1|7096ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
MUTANT 3|7761ms|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
